Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SuitesProblemasAuto,Firefox 113.0,,,2023-05-23 14:31:53,2023-05-23 14:39:29,"7m - 35,410s",ERROR
,,,,,,,
Test Cases/SolucionEnscriptsIndividuales/ClickEnElemento,Firefox 113.0,,,2023-05-23 14:31:59,2023-05-23 14:34:48,"2m - 48,267s",PASSED
Start listener action : executeRows,Firefox 113.0,,,2023-05-23 14:32:00,2023-05-23 14:32:00,"0,172s",PASSED
"openBrowser("""")",Firefox 113.0,,,2023-05-23 14:32:11,2023-05-23 14:34:08,"1m - 57,545s",PASSED
"navigateToUrl(""http://pruebaselenium.serviciosdetesting.com/"")",Firefox 113.0,,,2023-05-23 14:34:08,2023-05-23 14:34:18,"9,090s",PASSED
"comment(""Practica nivel 1"")",Firefox 113.0,,,2023-05-23 14:34:18,2023-05-23 14:34:21,"3,261s",PASSED
"click(findTestObject(""AllTestLevel/BotonEmpezar""))",Firefox 113.0,,,2023-05-23 14:34:21,2023-05-23 14:34:46,"25,408s",PASSED
Start listener action : sampleAfterTestCase,Firefox 113.0,,,2023-05-23 14:34:46,2023-05-23 14:34:47,"0,351s",PASSED
Start listener action : addFailedTCToList,Firefox 113.0,,,2023-05-23 14:34:47,2023-05-23 14:34:47,"0,564s",PASSED
,,,,,,,
Test Cases/SolucionEnscriptsIndividuales/EscribirEnElemento,Firefox 113.0,,,2023-05-23 14:34:49,2023-05-23 14:36:06,"1m - 16,467s",PASSED
Start listener action : executeRows,Firefox 113.0,,,2023-05-23 14:34:50,2023-05-23 14:34:51,"0,046s",PASSED
"comment(""Practica nivel 2"")",Firefox 113.0,,,2023-05-23 14:35:05,2023-05-23 14:35:05,"0,419s",PASSED
"setText(findTestObject(""AllTestLevel/Textbox_nivel2""), ""selenium"")",Firefox 113.0,,,2023-05-23 14:35:05,2023-05-23 14:35:20,"14,361s",PASSED
"waitForElementClickable(findTestObject(""AllTestLevel/Boton_Nivel2""), DelayCorto)",Firefox 113.0,,,2023-05-23 14:35:20,2023-05-23 14:35:46,"26,496s",PASSED
"click(findTestObject(""AllTestLevel/Boton_Nivel2""))",Firefox 113.0,,,2023-05-23 14:35:46,2023-05-23 14:36:05,"19,354s",PASSED
Start listener action : sampleAfterTestCase,Firefox 113.0,,,2023-05-23 14:36:05,2023-05-23 14:36:05,"0,033s",PASSED
Start listener action : addFailedTCToList,Firefox 113.0,,,2023-05-23 14:36:05,2023-05-23 14:36:06,"0,173s",PASSED
,,,,,,,
