Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SuitesProblemasAuto,Chrome 113.0.0.0,,,2023-05-22 01:04:34,2023-05-22 01:05:51,"1m - 16,324s",ERROR
,,,,,,,
Test Cases/SolucionEnscriptsIndividuales/ClickEnElemento,Chrome 113.0.0.0,,,2023-05-22 01:04:35,2023-05-22 01:04:39,"4,231s",PASSED
Start listener action : executeRows,Chrome 113.0.0.0,,,2023-05-22 01:04:35,2023-05-22 01:04:35,"0,019s",PASSED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-22 01:04:35,2023-05-22 01:04:38,"2,665s",PASSED
"navigateToUrl(""http://pruebaselenium.serviciosdetesting.com/"")",Chrome 113.0.0.0,,,2023-05-22 01:04:38,2023-05-22 01:04:39,"1,009s",PASSED
"comment(""Practica nivel 1"")",Chrome 113.0.0.0,,,2023-05-22 01:04:39,2023-05-22 01:04:39,"0,017s",PASSED
"click(findTestObject(""AllTestLevel/BotonEmpezar""))",Chrome 113.0.0.0,,,2023-05-22 01:04:39,2023-05-22 01:04:39,"0,253s",PASSED
Start listener action : sampleAfterTestCase,Chrome 113.0.0.0,,,2023-05-22 01:04:39,2023-05-22 01:04:39,"0,001s",PASSED
Start listener action : addFailedTCToList,Chrome 113.0.0.0,,,2023-05-22 01:04:39,2023-05-22 01:04:39,"0,001s",PASSED
,,,,,,,
Test Cases/SolucionEnscriptsIndividuales/EscribirEnElemento,Chrome 113.0.0.0,,,2023-05-22 01:04:39,2023-05-22 01:04:40,"0,898s",PASSED
Start listener action : executeRows,Chrome 113.0.0.0,,,2023-05-22 01:04:39,2023-05-22 01:04:39,"0,001s",PASSED
"comment(""Practica nivel 2"")",Chrome 113.0.0.0,,,2023-05-22 01:04:39,2023-05-22 01:04:39,"0,002s",PASSED
"setText(findTestObject(""AllTestLevel/Textbox_nivel2""), ""selenium"")",Chrome 113.0.0.0,,,2023-05-22 01:04:39,2023-05-22 01:04:39,"0,209s",PASSED
"waitForElementClickable(findTestObject(""AllTestLevel/Boton_Nivel2""), DelayCorto)",Chrome 113.0.0.0,,,2023-05-22 01:04:39,2023-05-22 01:04:40,"0,230s",PASSED
"click(findTestObject(""AllTestLevel/Boton_Nivel2""))",Chrome 113.0.0.0,,,2023-05-22 01:04:40,2023-05-22 01:04:40,"0,221s",PASSED
Start listener action : sampleAfterTestCase,Chrome 113.0.0.0,,,2023-05-22 01:04:40,2023-05-22 01:04:40,"0,001s",PASSED
Start listener action : addFailedTCToList,Chrome 113.0.0.0,,,2023-05-22 01:04:40,2023-05-22 01:04:40,"0,001s",PASSED
,,,,,,,
Test Cases/SolucionEnscriptsIndividuales/ObtenerTextoDeElemento,Chrome 113.0.0.0,,,2023-05-22 01:04:40,2023-05-22 01:04:41,"0,862s",PASSED
Start listener action : executeRows,Chrome 113.0.0.0,,,2023-05-22 01:04:40,2023-05-22 01:04:40,"0,002s",PASSED
"comment(""Pratica nivel 3"")",Chrome 113.0.0.0,,,2023-05-22 01:04:40,2023-05-22 01:04:40,"0,002s",PASSED
"Texto_label = getText(findTestObject(""AllTestLevel/Label_nivel3""))",Chrome 113.0.0.0,,,2023-05-22 01:04:40,2023-05-22 01:04:40,"0,101s",PASSED
"waitForElementClickable(findTestObject(""AllTestLevel/Textbox_nivel2""), DelayCorto)",Chrome 113.0.0.0,,,2023-05-22 01:04:40,2023-05-22 01:04:40,"0,065s",PASSED
"setText(findTestObject(""AllTestLevel/Textbox_nivel2""), Texto_label)",Chrome 113.0.0.0,,,2023-05-22 01:04:40,2023-05-22 01:04:40,"0,195s",PASSED
"waitForElementClickable(findTestObject(""AllTestLevel/Boton_Nivel2""), DelayCorto)",Chrome 113.0.0.0,,,2023-05-22 01:04:40,2023-05-22 01:04:40,"0,075s",PASSED
"click(findTestObject(""AllTestLevel/Boton_Nivel2""))",Chrome 113.0.0.0,,,2023-05-22 01:04:40,2023-05-22 01:04:41,"0,195s",PASSED
Start listener action : sampleAfterTestCase,Chrome 113.0.0.0,,,2023-05-22 01:04:41,2023-05-22 01:04:41,"0,001s",PASSED
Start listener action : addFailedTCToList,Chrome 113.0.0.0,,,2023-05-22 01:04:41,2023-05-22 01:04:41,"0,001s",PASSED
,,,,,,,
Test Cases/SolucionEnscriptsIndividuales/ClickEnMultiplesElementos,Chrome 113.0.0.0,,,2023-05-22 01:04:41,2023-05-22 01:04:43,"2,078s",PASSED
Start listener action : executeRows,Chrome 113.0.0.0,,,2023-05-22 01:04:41,2023-05-22 01:04:41,"0,001s",PASSED
"comment(""Practica nivel 4"")",Chrome 113.0.0.0,,,2023-05-22 01:04:41,2023-05-22 01:04:41,"0,002s",PASSED
"waitForElementClickable(findTestObject(""AllTestLevel/Boton1_nivel4""), DelayCorto)",Chrome 113.0.0.0,,,2023-05-22 01:04:41,2023-05-22 01:04:41,"0,082s",PASSED
