Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Suites_Curso_Katalon_parte1,Chrome 113.0.0.0,,,2023-05-23 15:23:20,2023-05-23 15:25:37,"2m - 16,817s",FAILED
,,,,,,,
Test Cases/CursoKatalon/AccionesconElRaton,Chrome 113.0.0.0,,,2023-05-23 15:23:22,2023-05-23 15:24:09,"46,657s",PASSED
Start listener action : executeRows,Chrome 113.0.0.0,,,2023-05-23 15:23:22,2023-05-23 15:23:22,"0,094s",PASSED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-23 15:23:25,2023-05-23 15:23:38,"12,837s",PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-23 15:23:38,2023-05-23 15:23:38,"0,269s",PASSED
"navigateToUrl(""https://pruebasqafenix.com/"")",Chrome 113.0.0.0,,,2023-05-23 15:23:38,2023-05-23 15:23:41,"2,166s",PASSED
"click(findTestObject(""AccionesConElRaton/AceptarCookie""))",Chrome 113.0.0.0,,,2023-05-23 15:23:41,2023-05-23 15:23:48,"7,605s",PASSED
"focus(findTestObject(""AccionesConElRaton/Productos""))",Chrome 113.0.0.0,,,2023-05-23 15:23:48,2023-05-23 15:23:51,"2,809s",PASSED
delay(3),Chrome 113.0.0.0,,,2023-05-23 15:23:51,2023-05-23 15:23:54,"3,177s",PASSED
"mouseOver(findTestObject(""AccionesConElRaton/Categorias""))",Chrome 113.0.0.0,,,2023-05-23 15:23:54,2023-05-23 15:23:56,"1,590s",PASSED
delay(3),Chrome 113.0.0.0,,,2023-05-23 15:23:56,2023-05-23 15:23:59,"3,007s",PASSED
"mouseOver(findTestObject(""AccionesConElRaton/Productos""))",Chrome 113.0.0.0,,,2023-05-23 15:23:59,2023-05-23 15:24:00,"1,477s",PASSED
"waitForElementVisible(findTestObject(""AccionesConElRaton/Productos en Stock""), 5)",Chrome 113.0.0.0,,,2023-05-23 15:24:00,2023-05-23 15:24:02,"2,013s",PASSED
"click(findTestObject(""AccionesConElRaton/Productos en Stock""))",Chrome 113.0.0.0,,,2023-05-23 15:24:02,2023-05-23 15:24:07,"4,258s",PASSED
waitForPageLoad(30),Chrome 113.0.0.0,,,2023-05-23 15:24:07,2023-05-23 15:24:08,"0,936s",PASSED
closeBrowser(),Chrome 113.0.0.0,,,2023-05-23 15:24:08,2023-05-23 15:24:09,"1,269s",PASSED
Start listener action : sampleAfterTestCase,Chrome 113.0.0.0,,,2023-05-23 15:24:09,2023-05-23 15:24:09,"0,002s",PASSED
Start listener action : addFailedTCToList,Chrome 113.0.0.0,,,2023-05-23 15:24:09,2023-05-23 15:24:09,"0,003s",PASSED
,,,,,,,
Test Cases/CursoKatalon/Doble_click,Chrome 113.0.0.0,,,2023-05-23 15:24:09,2023-05-23 15:24:27,"18,673s",PASSED
Start listener action : executeRows,Chrome 113.0.0.0,,,2023-05-23 15:24:09,2023-05-23 15:24:09,"0,003s",PASSED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-23 15:24:12,2023-05-23 15:24:15,"2,412s",PASSED
"navigateToUrl(""https://demos.telerik.com/aspnet-ajax/treeview/examples/overview/defaultcs.aspx"")",Chrome 113.0.0.0,,,2023-05-23 15:24:15,2023-05-23 15:24:17,"1,953s",PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-23 15:24:17,2023-05-23 15:24:17,"0,218s",PASSED
"click(findTestObject(""Doble_click/Page_Telerik Web UI TreeView WebForms TreeV_78f562/button_Accept and Close""))",Chrome 113.0.0.0,,,2023-05-23 15:24:17,2023-05-23 15:24:20,"2,760s",PASSED
waitForPageLoad(60),Chrome 113.0.0.0,,,2023-05-23 15:24:20,2023-05-23 15:24:20,"0,541s",PASSED
"click(findTestObject(""Object Repository/Doble_click/Page_Telerik Web UI TreeView WebForms TreeV_78f562/span_WebForms TreeView Overview_rtMinus rtM_4103a7""))",Chrome 113.0.0.0,,,2023-05-23 15:24:20,2023-05-23 15:24:22,"1,696s",PASSED
"verifyElementClickable(findTestObject(""Doble_click/Page_Telerik Web UI TreeView WebForms TreeV_78f562/span_WebForms TreeView Overview_rtMinus rtM_4103a7""))",Chrome 113.0.0.0,,,2023-05-23 15:24:22,2023-05-23 15:24:23,"0,954s",PASSED
"click(findTestObject(""Doble_click/Page_Telerik Web UI TreeView WebForms TreeV_78f562/span_WebForms TreeView Overview_rtMinus rtM_4103a7""))",Chrome 113.0.0.0,,,2023-05-23 15:24:23,2023-05-23 15:24:24,"0,769s",PASSED
"doubleClick(findTestObject(""Object Repository/Doble_click/Page_Telerik Web UI TreeView WebForms TreeV_78f562/span_WebForms TreeView Overview_rtPlus rtPlusHover""))",Chrome 113.0.0.0,,,2023-05-23 15:24:24,2023-05-23 15:24:26,"2,200s",PASSED
closeBrowser(),Chrome 113.0.0.0,,,2023-05-23 15:24:26,2023-05-23 15:24:27,"1,638s",PASSED
Start listener action : sampleAfterTestCase,Chrome 113.0.0.0,,,2023-05-23 15:24:27,2023-05-23 15:24:27,"0,000s",PASSED
Start listener action : addFailedTCToList,Chrome 113.0.0.0,,,2023-05-23 15:24:27,2023-05-23 15:24:27,"0,002s",PASSED
,,,,,,,
Test Cases/CursoKatalon/Drog_and_Drag,Chrome 113.0.0.0,,,2023-05-23 15:24:28,2023-05-23 15:25:15,"47,542s",FAILED
Start listener action : executeRows,Chrome 113.0.0.0,,,2023-05-23 15:24:28,2023-05-23 15:24:28,"0,001s",PASSED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-23 15:24:30,2023-05-23 15:24:32,"2,035s",PASSED
"navigateToUrl(""https://www.globalsqa.com/demo-site/draganddrop/"")",Chrome 113.0.0.0,,,2023-05-23 15:24:32,2023-05-23 15:24:40,"8,456s",PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-23 15:24:40,2023-05-23 15:24:41,"0,940s",PASSED
waitForPageLoad(10),Chrome 113.0.0.0,,,2023-05-23 15:24:41,2023-05-23 15:24:41,"0,109s",PASSED
"dragAndDropToObject(findTestObject(""Object Repository/Drog_and_Drag/Elemento1""), findTestObject(""Object Repository/Drog_and_Drag/Contenedor""))",Chrome 113.0.0.0,,,2023-05-23 15:24:41,2023-05-23 15:25:15,"33,809s",FAILED
Start listener action : sampleAfterTestCase,Chrome 113.0.0.0,,,2023-05-23 15:25:15,2023-05-23 15:25:15,"0,000s",PASSED
Start listener action : addFailedTCToList,Chrome 113.0.0.0,,,2023-05-23 15:25:15,2023-05-23 15:25:15,"0,002s",PASSED
,,,,,,,
Test Cases/CursoKatalon/EsperaExplicita,Chrome 113.0.0.0,,,2023-05-23 15:25:15,2023-05-23 15:25:37,"22,033s",PASSED
Start listener action : executeRows,Chrome 113.0.0.0,,,2023-05-23 15:25:15,2023-05-23 15:25:15,"0,002s",PASSED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-23 15:25:17,2023-05-23 15:25:20,"3,295s",PASSED
"navigateToUrl(""https://www.seleniumeasy.com/katalon-studio"")",Chrome 113.0.0.0,,,2023-05-23 15:25:20,2023-05-23 15:25:26,"5,908s",PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-23 15:25:26,2023-05-23 15:25:26,"0,195s",PASSED
"click(findTestObject(""Object Repository/ExperaExplicita/Page_Katalon Studio Tutorials  Selenium Easy/a_The collaboration of AI and Codeless The New Era""))",Chrome 113.0.0.0,,,2023-05-23 15:25:26,2023-05-23 15:25:32,"5,510s",PASSED
waitForPageLoad(DelayLargo),Chrome 113.0.0.0,,,2023-05-23 15:25:32,2023-05-23 15:25:33,"1,204s",PASSED
"scrollToElement(findTestObject(""ExperaExplicita/Page_The collaboration of AI and Codeless T_3f0da5/img_AppliTools Artificial Intelligences App_7a5097""), 0)",Chrome 113.0.0.0,,,2023-05-23 15:25:33,2023-05-23 15:25:34,"1,072s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/ExperaExplicita/Page_The collaboration of AI and Codeless T_3f0da5/img_AppliTools Artificial Intelligences App_7a5097""))",Chrome 113.0.0.0,,,2023-05-23 15:25:34,2023-05-23 15:25:35,"1,387s",PASSED
closeBrowser(),Chrome 113.0.0.0,,,2023-05-23 15:25:35,2023-05-23 15:25:37,"1,698s",PASSED
Start listener action : sampleAfterTestCase,Chrome 113.0.0.0,,,2023-05-23 15:25:37,2023-05-23 15:25:37,"0,000s",PASSED
Start listener action : addFailedTCToList,Chrome 113.0.0.0,,,2023-05-23 15:25:37,2023-05-23 15:25:37,"0,012s",PASSED
